location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2013 CF$,cost_2013,$/CY,CY/Foot,Other Funding Info,Source/Comment
Lower Cape May Meadows – Cape May Point,NJ,1999,38.931948,-74.965845,Federal,Federal,Ecosystem Restoration,"10,032.00","2,372,000.00","10,526,000.00",0.699,"15,058,655.22",,,,
Lower Cape May Meadows – Cape May Point,NJ,2001,38.931948,-74.965845,Federal,Federal,Shore Protection,"1,200.00","30,000.00",0.00,0.746,0.00,,,,
Lower Cape May Meadows – Cape May Point,NJ,2004,38.931948,-74.965845,Federal,Federal,Shore Protection,675.00,"9,623.00",0.00,0.793,0.00,,,,
Ludlum Beach Island: Sea Isle City,NJ,2009,39.141178,-74.69975,State,State,Unknown,"6,500.00","216,630.00","1,987,684.00",0.901,"2,206,086.57",http://www.nj.gov/dep/shoreprotection/docs/seaislecity__beachfill.pdf,,,
Ludlum Beach Island: Sea Isle City,NJ,2010,39.141178,-74.69975,State,State,Unknown,"5,500.00","700,000.00","6,000,000.00",0.916,"6,550,218.34",http://news.capemaycountyherald.com/article/56142-beachfill+now+ask+aid+later+avalon+and+sea+isle+plan+joint+project,,,
Ludlum Beach Island: Sea Isle City,NJ,2012,39.141178,-74.69975,Federal,Federal,Emergency,"14,750.00","394,797.00","5,000,000.00",0.964,"5,186,721.99",http://findashorehome.com/2012/03/09/sea-isle-city-construction-project-updates-march-2012/,,,
Ludlum Beach Island: Strathmere,NJ,1992,39.194613,-74.657435,State,State,Shore Protection,"1,500.00","23,000.00","102,679.00",0.588,"174,624.15",,,,
Ludlum Beach Island: Strathmere,NJ,2001,39.194613,-74.657435,State,State,Shore Protection,"4,500.00","506,139.00","6,026,820.00",0.746,"8,078,847.18",,,,
Ludlum Beach Island: Strathmere,NJ,2009,39.194613,-74.657435,State,State,Shore Protection,"10,258.00","891,000.00","6,026,820.33",0.901,"6,689,034.77",,,,
Ludlum Beach Island: Strathmere,NJ,2012,39.194613,-74.657435,Federal,Federal,Emergency,"2,400.00","450,000.00","4,200,000.00",0.964,"4,356,846.47",http://www.shorenewstoday.com/snt/news/index.php/upper-township/upper-township/17628-strathmere-beach-fill-could-start-next-month.html,,,
Manatee County: Anna Maria Key,FL,1993,27.487539,-82.707858,Federal,Federal,Shore Protection,"24,816.00","2,200,000.00","8,450,000.00",0.606,"13,943,894.39",,,,
Manatee County: Anna Maria Key,FL,2002,27.487539,-82.707858,Federal,Federal,Shore Protection,"27,456.00","2,320,000.00","8,390,300.00",0.758,"11,068,997.36",,,,
Manatee County: Anna Maria Key,FL,2005,27.487539,-82.707858,Federal,Federal,Emergency,"18,480.00","213,000.00",0.00,0.820,0.00,,,,
Manatee County: Anna Maria Key,FL,2014,27.487539,-82.707858,Federal,Federal,Emergency,"24,816.00","1,200,000.00","12,421,492.00",0.994,"12,496,470.82",http://www.mysuncoast.com/news/local/anna-maria-dredging-project-gets-under-way/article_5c347716-69ca-11e3-89b3-0019bb30f31a.html,,,
Manatee County: Anna Maria Key,FL,2002,27.523395,-82.73498,Local,Local,Shore Protection,"3,000.00",0.00,0.00,0.758,0.00,,,,
Manatee County: Anna Maria Key/Coquina Beach,FL,2014,27.450228,-82.693127,Local,Local,Emergency,"7,920.00","265,000.00","5,700,000.00",0.994,"5,734,406.44",http://www.bradenton.com/2014/03/19/5054192/anna-maria-island-beach-renourishment.html,,,
Manatee County/Sarasota County: Longboat Key,FL,1993,27.411776,-82.660484,Federal,Federal,Shore Protection,"49,104.00","3,130,000.00","18,665,138.00",0.606,"30,800,557.76",,,,
Manatee County/Sarasota County: Longboat Key,FL,1994,27.411776,-82.660484,Federal,Federal,Unknown,"6,864.00","1,320,000.00","6,102,684.00",0.621,"9,827,188.41",,,,
Manatee County/Sarasota County: Longboat Key,FL,1995,27.411776,-82.660484,Local,Local,Unknown,0.00,0.00,"237,797.00",0.641,"370,978.16",,,,
Manatee County/Sarasota County: Longboat Key,FL,1996,27.411776,-82.660484,Unknown,Unknown,Unknown,0.00,0.00,"513,150.00",0.658,"779,863.22",,,,
Manatee County/Sarasota County: Longboat Key,FL,1998,27.411776,-82.660484,Unknown,Unknown,Unknown,0.00,0.00,"651,817.00",0.685,"951,557.66",,,,
Manatee County/Sarasota County: Longboat Key,FL,1999,27.411776,-82.660484,Unknown,Unknown,Unknown,0.00,0.00,"87,760.00",0.699,"125,550.79",,,,
Manatee County/Sarasota County: Longboat Key,FL,2001,27.411776,-82.660484,Federal,Federal,Emergency,"3,696.00","105,280.00",0.00,0.746,0.00,,,,
Manatee County/Sarasota County: Longboat Key,FL,2003,27.411776,-82.660484,Unknown,Unknown,Unknown,"5,808.00","99,800.00",0.00,0.775,0.00,,,,
Manatee County/Sarasota County: Longboat Key,FL,2006,27.411776,-82.660484,Unknown,Unknown,Unknown,0.00,0.00,"1,887,300.00",0.847,"2,228,217.24",,,,
Manatee County/Sarasota County: Longboat Key,FL,2011,27.411776,-82.660484,State,State,Emergency,0.00,"140,000.00","4,221,000.00",0.964,"4,378,630.71",,,,
Manatee County/Sarasota County: Longboat Key/Mid Key,FL,1997,27.411776,-82.660484,Unknown,Unknown,Unknown,"16,368.00","891,000.00",0.00,0.676,0.00,,,,
Martin County,FL,1996,27.256737,-80.196891,Local,Local,Unknown,"19,800.00","1,269,000.00","8,625,000.00",0.658,"13,107,902.74",,,,
Martin County,FL,2001,27.256737,-80.196891,Local,Local,Unknown,"19,800.00","1,100,000.00","7,935,000.00",0.746,"10,636,729.22",,,,
Martin County,FL,2002,27.256737,-80.196891,State,State,Unknown,"3,010.00","125,576.00","300,000.00",0.758,"395,778.36",,,,
Martin County,FL,2005,27.256737,-80.196891,Federal,Federal,Emergency,"21,120.00","800,000.00","8,000,000.00",0.820,"9,756,097.56",,,,
Martin County: Hutchinson Island,FL,1996,27.295024,-80.214636,Federal,Federal,Shore Protection,"21,648.00","1,340,000.00","11,168,529.00",0.658,"16,973,448.33",,,,
Martin County: Hutchinson Island,FL,2006,27.295024,-80.214636,Federal,Federal,Shore Protection,"21,120.00","880,000.00","471,900.00",0.847,"557,142.86",http://taylorengineering.com/portfolio-project/martin-county-beach-restoration/,,,
Martin County: Hutchinson Island,FL,2013,27.295024,-80.214636,Federal,Federal,Shore Protection,"19,800.00","613,000.00","471,900.00",0.978,"482,515.34",http://www.cmarconsulting.com/Hutchinson%20Island/index.html,,,
Martin County: Jupiter Island,FL,1991,27.032179,-80.09943,Unknown,Unknown,Unknown,0.00,"414,812.00","1,803,530.00",0.571,"3,158,546.41",,,,
Martin County: Jupiter Island,FL,1993,27.032179,-80.09943,Unknown,Unknown,Unknown,0.00,"203,736.00","934,569.00",0.606,"1,542,193.07",,,,
Martin County: Jupiter Island,FL,1996,27.032179,-80.09943,Local,Local,Unknown,"17,600.00","1,800,000.00","7,200,000.00",0.658,"10,942,249.24",,,,
Martin County: Jupiter Island,FL,2002,27.032179,-80.09943,State,State,Unknown,"31,152.00","3,000,000.00","1,561,023.00",0.758,"2,059,397.10",,,,
Martin County: Jupiter/Carlin Beach,FL,1995,26.929823,-80.068209,Federal,Federal,Shore Protection,"5,702.00","603,000.00","2,274,400.00",0.641,"3,548,205.93",,,,
Martin County: Jupiter/Carlin Beach,FL,2006,26.929823,-80.068209,Federal,Federal,Unknown,0.00,0.00,"272,100.00",0.847,"321,251.48",,,,
Martin County: Jupiter/Carlin Beach,FL,2014,26.929823,-80.068209,Federal,Federal,Emergency,"7,920.00","300,000.00","5,500,000.00",0.994,"5,533,199.20",http://www.dredgingtoday.com/2014/11/13/complete-story-on-jupitercarlin-beach-project/,,,
Martin County: Jupiter/Carlin Beach,FL,2002,26.931387,-80.068445,Federal,Federal,Unknown,"5,580.00","634,000.00","4,600,000.00",0.758,"6,068,601.58",,,,
Masonboro Island,NC,1994,34.160540,-77.829380,Federal,Federal,Navigation,"2,400.00","362,009.00",0.00,0.621,0.00,,,,
Masonboro Island,NC,2010,34.160540,-77.829380,Federal,Federal,Navigation,0.00,"580,000.00","7,785,000.00",0.916,"8,498,908.30",,,,
McFaddin Dune Restoration,TX,2003,28.169627,-96.71284,State,State,Shore Protection,"2,000.00","8,000.00","192,858.00",0.775,"248,849.03",,,,
McGee Beach (Corpus Christi Bay),TX,2003,27.662473,-97.175703,State,State,Unknown,0.00,0.00,"802,578.00",0.775,"1,035,584.52",,,,
"McGrath State Beach Park, Ventura County",CA,1995,34.226393,-119.2623327,Federal,Federal,Navigation,0.00,"800,000.00",0.00,0.641,0.00,,,,
"McGrath State Beach Park, Ventura County",CA,1999,34.226393,-119.2623327,Unknown,Unknown,Navigation,0.00,"500,000.00",0.00,0.699,0.00,,,,
"McGrath State Beach Park, Ventura County",CA,2004,34.226393,-119.2623327,Federal,Federal,Navigation,0.00,"500,000.00",0.00,0.793,0.00,,,,
Mecox Beach,NY,2014,40.891845,-72.328148,Local,Local,Unknown,"31,680.00","2,000,000.00","25,000,000.00",0.994,"25,150,905.43",http://www.27east.com/news/article.cfm/Sagaponack/38488/Beach-Nourishment-Project-Could-Impact-Home-Values,,,
Miami-Dade County: Bal Harbour,FL,1990,25.893705,-80.121381,Federal,Federal,Shore Protection,"4,488.00","230,000.00","4,600,000.00",0.571,"8,056,042.03",,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1994,25.878888,-80.120158,Unknown,Unknown,Unknown,"1,056.00","120,000.00",0.00,0.621,0.00,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1997,25.878888,-80.120158,Unknown,Unknown,Unknown,"5,280.00","432,000.00",0.00,0.676,0.00,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1999,25.878888,-80.120158,Unknown,Unknown,Unknown,"5,280.00","627,700.00",0.00,0.699,0.00,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1999,25.878888,-80.120158,Unknown,Unknown,Unknown,"1,584.00","211,500.00",0.00,0.699,0.00,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,2012,25.878888,-80.120158,Federal,Federal,Emergency,,,"5,237,250.00",0.964,"5,432,831.95",,,,
Miami-Dade County: Fisher Island,FL,1991,25.759904,-80.136144,Unknown,Unknown,Unknown,"2,060.00","30,263.00","131,578.00",0.571,"230,434.33",,,,
Miami-Dade County: Haulover Park,FL,1997,25.912041,-80.121231,Federal,Federal,Unknown,"5,386.00",0.00,"4,371,301.00",0.676,"6,466,421.60",,,,
Miami-Dade County: Haulover Park,FL,1999,25.912041,-80.121231,Federal,Federal,Unknown,"6,969.00",0.00,"8,315,837.00",0.699,"11,896,762.52",,,,
Miami-Dade County: Key Biscayne,FL,2002,25.693228,-80.156615,State,State,Unknown,"6,336.00","300,000.00","1,097,500.00",0.758,"1,447,889.18",,,,
Miami-Dade County: Sunny Isles,FL,1990,25.943072,-80.119085,Unknown,Unknown,Unknown,0.00,"30,000.00","127,119.00",0.571,"222,625.22",,,,
Miami-Dade County: Sunny Isles/Miami Beach,FL,1997,25.790966,-80.127196,Federal,Federal,Unknown,"9,000.00","716,052.00","12,687,000.00",0.676,"18,767,751.48",,,,
Miami-Dade County: Sunny Isles/Miami Beach,FL,2001,25.790966,-80.127196,Federal,Federal,Unknown,"15,700.00","835,000.00","18,212,000.00",0.746,"24,412,868.63",,,,
Miami-Dade County: Surfside/South Miami Beach,FL,1999,25.876905,-80.120062,Federal,Federal,Unknown,"7,000.00","839,175.00","13,385,000.00",0.699,"19,148,783.98",,,,
Misquamicut Beach,ME,1992,41.322492,-71.804752,Local,Local,Unknown,"4,800.00","25,000.00","200,893.00",0.588,"341,654.76",,,,
"Mission Beach, San Diego County",CA,1998,32.776631,-117.253432,Federal,Federal,Navigation,0.00,"12,000.00",0.00,0.685,0.00,,,,
"Mission Beach, San Diego County",CA,2001,32.776631,-117.253432,Federal,Federal,Unknown,"2,300.00","151,000.00",0.00,0.746,0.00,,,,
Monmouth Beach,NJ,2009,40.335357,-73.973708,Federal,Federal,Navigation,"1,200.00","60,000.00","2,550,000.00",0.901,"2,830,188.68",http://www.stripersonline.com/t/693609/monmouth-beach-10-29-09,,,
Monroe County,FL,2000,24.812437,-80.819796,Federal,Federal,Unknown,422.00,0.00,"212,025.00",0.725,"292,448.28",,,,
Monroe County,FL,2000,24.915864,-80.632524,Federal,Federal,Unknown,"2,481.00",0.00,"1,010,208.00",0.725,"1,393,390.34",,,,
Monroe County: Key West/Smathers Beach,FL,2000,24.551841,-81.769303,State,State,Unknown,"3,000.00","36,000.00","719,963.00",0.725,"993,052.41",,,,
Monroe County: Key West/Smathers Beach,FL,2006,24.551841,-81.769303,State,State,Unknown,0.00,0.00,"371,000.00",0.847,"438,016.53",,,,
Moonlight Beach,CA,2001,33.047933,-117.298624,Federal,Federal,Shore Protection,"1,100.00","105,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
"Morro Dunes Natural Preserve, San Luis Obispo",CA,1990,35.274073,-120.888534,Federal,Federal,Navigation,"2,500.00","430,315.00",0.00,0.571,0.00,,,,
"Morro Dunes Natural Preserve, San Luis Obispo",CA,1993,35.274073,-120.888534,Federal,Federal,Navigation,0.00,"840,000.00","2,192,000.00",0.606,"3,617,161.72",,,,
"Morro Strand State Beach South, San Luis Obispo",CA,1994,35.391011,-120.864967,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.621,0.00,,,,
Myrtle Beach,SC,1990,33.687161,-78.883097,Federal,Federal,Shore Protection,"44,880.00","380,000.00","2,600,000.00",0.571,"4,553,415.06",,,,
Myrtle Beach,SC,1998,33.687161,-78.883097,Federal,Federal,Shore Protection,"48,780.00","2,249,916.00","16,870,194.00",0.685,"24,628,020.44",,,,
Myrtle Beach,SC,2009,33.687161,-78.883097,Federal,Federal,Shore Protection,"48,780.00","1,497,975.00","17,612,822.00",0.901,"19,548,082.13",,,,
Nags Head,NC,2011,35.908692,-75.594907,Local,Local,Shore Protection,"52,800.00","4,600,000.00","36,000,000.00",0.964,"37,344,398.34",,,,
Nassau County: Amelia Island,FL,1994,30.619762,-81.43914,Local,Local,Unknown,"1,700.00","2,159,096.00","3,500,000.00",0.621,"5,636,070.85",,,,
Nassau County: Amelia Island,FL,1997,30.619762,-81.43914,Local,Local,Unknown,"4,488.00","300,000.00",0.00,0.676,0.00,,,,
Nassau County: Amelia Island,FL,2001,30.619762,-81.43914,State,State,Unknown,"17,952.00","1,900,000.00",0.00,0.746,0.00,,,,
Nassau County: Fernandina Beach,FL,1990,30.669182,-81.465576,Federal,Federal,Navigation,0.00,"147,693.00","625,818.00",0.571,"1,096,003.50",,,,
Nassau County: Fernandina Beach,FL,1993,30.669182,-81.465576,Federal,Federal,Navigation,0.00,"654,000.00","3,905,230.00",0.606,"6,444,273.93",,,,
Nassau County: Fernandina Beach,FL,1996,30.669182,-81.465576,Federal,Federal,Navigation,0.00,"84,446.00","422,230.00",0.658,"641,686.93",,,,
Nassau County: S. Amelia Island,FL,2002,30.615321,-81.4401,State,State,Unknown,"17,424.00","177,000.00","8,000,000.00",0.758,"10,554,089.71",,,,
Nassau County: S. Amelia Island,FL,1997,30.626543,-81.438072,Federal,Federal,Navigation,"7,000.00","325,000.00","1,511,250.00",0.676,"2,235,576.92",,,,
New Cut (TE-0037),LA,2007,29.051209,-90.720742,Federal,Federal,Ecosystem Restoration,"8,300.00","1,001,274.00","12,900,000.00",0.871,"14,810,562.57",https://cims.coastal.louisiana.gov/outreach/ProjectView.aspx?projID=TE-0037,,,
"Newport Beach, Orange County",CA,1992,33.61562,-117.935572,Unknown,Unknown,Unknown,0.00,"1,300,000.00",0.00,0.588,0.00,,,,
"Newport Beach, Orange County",CA,1997,33.61562,-117.935572,Federal,Federal,Shore Protection,0.00,"140,000.00",0.00,0.676,0.00,,,,
North Indian Beach,DE,1994,38.683445,-75.070458,Private,Private,Unknown,403.00,"21,000.00","61,400.00",0.621,"98,872.79",190,,,
North Indian River Inlet,DE,1990,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","175,000.00","2,500,000.00",0.571,"4,378,283.71",190,,,
North Indian River Inlet,DE,1991,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","82,330.00","299,565.00",0.571,"524,632.22",190,,,
North Indian River Inlet,DE,1992,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","67,670.00","178,571.00",0.588,"303,692.18",190,,,
North Indian River Inlet,DE,1993,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","67,800.00",0.00,0.606,0.00,,,,
North Indian River Inlet,DE,1994,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","84,570.00",0.00,0.621,0.00,,,,
North Indian River Inlet,DE,1995,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","68,750.00",0.00,0.641,0.00,,,,
North Indian River Inlet,DE,1996,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.658,0.00,,,,
North Indian River Inlet,DE,1997,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.676,0.00,,,,
North Indian River Inlet,DE,1998,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.685,0.00,,,,
North Indian River Inlet,DE,1999,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.699,0.00,,,,
North Indian River Inlet,DE,2000,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.725,0.00,,,,
North Indian River Inlet,DE,2001,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.746,0.00,,,,
North Indian River Inlet,DE,2002,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.758,0.00,,,,
North Indian River Inlet,DE,2003,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.775,0.00,,,,
North Indian River Inlet,DE,2004,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.793,0.00,,,,
North Indian River Inlet,DE,2005,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.820,0.00,,,,
North Indian River Inlet,DE,2006,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.847,0.00,,,,
North Indian River Inlet,DE,2007,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.871,0.00,,,,
North Indian River Inlet,DE,2008,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.904,0.00,,,,
North Indian River Inlet,DE,2009,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.901,0.00,,,,
North Indian River Inlet,DE,2010,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.916,0.00,,,,
North Indian River Inlet,DE,2011,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.964,0.00,,,,
North Indian River Inlet,DE,2012,38.606274,-75.061169,Federal,Federal,Section 111,"3,500.00","100,000.00",0.00,0.964,0.00,,,,
North Indian River Inlet,DE,2013,38.606274,-75.061169,Federal,Federal,Emergency,"3,500.00","521,000.00","6,589,500.00",0.978,"6,737,730.06",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=4c894abb13cceba6584b64ee7c7e18a6&_cview=0,,,
North Myrtle Beach,SC,1990,33.814998,-78.679404,Federal,Federal,Shore Protection,"42,360.00","377,200.00","1,950,000.00",0.571,"3,415,061.30",,,,
North Myrtle Beach,SC,1997,33.814998,-78.679404,Federal,Federal,Shore Protection,"45,400.00","2,622,904.00","20,154,213.00",0.676,"29,813,924.56",Shore and Beach Fall 2012,,,
North Myrtle Beach,SC,2008,33.814998,-78.679404,Federal,Federal,Shore Protection,"45,400.00","902,725.00","9,554,008.00",0.904,"10,568,592.92",Shore and Beach Fall 2012,,,
North Padre Island,TX,2004,26.844711,-97.359703,Federal,Federal,Shore Protection,"5,280.00","544,800.00",0.00,0.793,0.00,,,,
North Shores,DE,1998,38.736176,-75.079279,State,State,Unknown,"2,265.00","188,100.00","721,630.00",0.685,"1,053,474.45",,,,
North Topsail Beach,NC,1997,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.676,"787,973.37",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,1998,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.685,"777,620.44",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,1999,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.699,"762,045.78",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2000,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.725,"734,717.24",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2001,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.746,"714,034.85",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2002,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","154,000.00","532,670.00",0.758,"702,730.87",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2003,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.775,"687,316.13",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2004,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.793,"671,715.01",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2005,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.820,"649,597.56",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2006,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","100,000.00","1,293,103.00",0.847,"1,526,685.95",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2007,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.871,"611,561.42",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2008,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.904,"589,236.73",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2009,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.901,"591,198.67",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2010,34.524308,-77.347054,Federal,Federal,Navigation,"10,000.00","89,000.00","532,670.00",0.916,"581,517.47",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2013,34.524308,-77.347054,Federal,Federal,Navigation,"10,560.00","165,000.00","532,670.00",0.978,"544,652.35",http://www.saw.usace.army.mil/Portals/59/docs/regulatory/publicnotices/2015/SAW-2014-02012-PN.pdf,,,
North Topsail Beach,NC,2013,34.524308,-77.347054,Local,Local,Shore Protection,"7,735.00","566,000.00","5,711,260.00",0.978,"5,839,734.15",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2015,34.524308,-77.347054,Local,Local,Shore Protection,"18,480.00","1,250,000.00","16,815,000.00",0.995,"16,899,497.49",http://www.ntbnc.org/Documents/HOME%202015%2007%2001%20Medial%20Release%20Phase%205%20Beach%20Restoration.pdf,,,
North Topsail Beach,NC,2016,34.524308,-77.347054,State,State,Navigation,"5,280.00","130,000.00","2,450,000.00",1.000,"2,450,000.00",http://www.ntbnc.org/Pages/CurrentProject.aspx,,,
North Wildwood,NJ,2009,38.993906,-74.794164,State,State,Unknown,"10,400.00","1,186,400.00","10,640,526.00",0.901,"11,809,684.79",http://intraweb.stockton.edu/eyos/coastal/content/docs/municipal_reports/NWWFinal2013.pdf,,,
North Wildwood,NJ,2010,38.993906,-74.794164,Federal,Federal,FEMA Emergency,"4,200.00","406,000.00",0.00,0.916,0.00,,-11th to Poplar Ave.,,
North Wildwood,NJ,2012,38.993906,-74.794164,Federal,Federal,FEMA Emergency,"1,200.00","96,000.00",0.00,0.964,0.00,http://intraweb.stockton.edu/eyos/coastal/content/docs/municipal_reports/NWWFinal2013.pdf,-2nd to 7th Ave,,
North Wildwood,NJ,2013,38.993906,-74.794164,Federal,Federal,FEMA Emergency,"6,400.00","150,530.00",0.00,0.978,0.00,http://intraweb.stockton.edu/eyos/coastal/content/docs/municipal_reports/NWWFinal2013.pdf,,,
North Wildwood,NJ,2013,38.993906,-74.794164,Federal,Federal,Emergency,"1,100.00","83,022.00","12,600,000.00",0.978,"12,883,435.58",,2nd-6th Ave,,
Oak Island,NC,1993,33.908570,-78.110991,Federal,Federal,Navigation,"1,601.00","160,091.00","1,389,987.00",0.606,"2,293,707.92",,,,
Oak Island,NC,2001,33.908570,-78.110991,Federal,Federal,Navigation,"25,600.00","1,048,600.00","11,763,000.00",0.746,"15,768,096.51",http://www.fws.gov/nc-es/pubs/fwca/wilmington/App_D_sand.pdf,,,
Oak Island,NC,2001,33.908570,-78.110991,Federal,Federal,Ecosystem Restoration,"12,100.00","1,340,000.00","12,572,000.00",0.746,"16,852,546.92",,,,
Oak Island,NC,2015,33.908570,-78.110991,Local,Local,Navigation,"3,000.00","226,575.00","4,127,779.00",0.995,"4,148,521.61",,,,
Oakwood Beach,NJ,2014,39.556105,-75.518577,Federal,Federal,Emergency,"9,500.00","354,000.00","12,600,000.00",0.994,"12,676,056.34",http://www.nap.usace.army.mil/Missions/Factsheets/FactSheetArticleView/tabid/4694/Article/490779/delaware-bay-coastline-de-nj-oakwood-beach-nj.aspx,,,
Ocean City,MD,1991,38.38392,-75.06237,Federal,Federal,Shore Protection,"43,824.00","3,800,000.00","48,000,000.00",0.571,"84,063,047.29",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City,MD,1992,38.38392,-75.06237,Federal,Federal,Emergency,0.00,"1,221,388.00","10,800,000.00",0.588,"18,367,346.94",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City,MD,1994,38.38392,-75.06237,Federal,Federal,Emergency,0.00,"223,515.00","960,000.00",0.606,"1,584,158.42",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City,MD,2002,38.38392,-75.06237,Federal,Federal,Shore Protection,0.00,"700,000.00","4,559,666.00",0.758,"6,015,390.50",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City,MD,2011,38.38392,-75.06237,Federal,Federal,Shore Protection,"43,824.00","800,000.00","7,970,500.00",0.964,"8,268,153.53",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City,MD,2014,38.38392,-75.06237,Federal,Federal,Emergency,"43,824.00","850,000.00","14,295,950.00",0.994,"14,382,243.46",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City,NJ,1990,39.264158,-74.589958,Unknown,Unknown,Unknown,0.00,"40,000.00",0.00,0.571,0.00,,,,
Ocean City,NJ,1991,39.264158,-74.589958,Federal,Federal,Navigation,0.00,"100,000.00",0.00,0.571,0.00,,,,
