location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2016 CF$,cost_2016,$/CY,CY/Foot,Other Funding Info,Source/Comment
East Grand Terre Island (BA-30),LA,2009,39.249936,-74.608426,State,State,Ecosystem Restoration,"14,784","3,300,000","25,400,000",0.901,"28,190,899",http://cimsgeo.coastal.louisiana.gov/outreach/OPL_Full_page.html,,,
"East Timbalier Island Sediment Restoration, Phase 1 (TE-25)",LA,2000,29.06608,-90.32357,Federal,Federal,Ecosystem Restoration,"12,000","1,004,000","2,158,600",0.725,"2,977,379",http://lacoast.gov/reports/gpfs/TE-25.pdf,,,
"East Timbalier Island Sediment Restoration, Phase 2 (TE-30)",LA,2000,29.069383,-90.31565,Federal,Federal,Ecosystem Restoration,"7,000","1,692,276","3,638,393",0.725,"5,018,473",http://lacoast.gov/reports/gpfs/TE-30.pdf,,,
Edisto Beach,SC,1995,32.477673,-80.336162,State,State,Unknown,"10,560","150,000","1,500,000",0.641,"2,340,094",,,,
Edisto Beach,SC,1999,32.477673,-80.336162,State,State,Unknown,0,"25,000","250,000",0.699,"357,654",,,,
Edisto Beach,SC,2006,32.477673,-80.336162,State,State,Unknown,"18,258","875,000","7,700,000",0.847,"9,090,909",,,,
Edisto Beach State Park,SC,2006,32.540373,-80.23718,State,State,Unknown,"3,200","181,728","1,593,866",0.847,"1,881,778",,,,
Ediz Hook,WA,1997,48.140472,-123.449051,Local,Local,Unknown,"6,160","100,000","5,878,740",0.676,"8,696,361",,,,
Emerald Isle,NC,2005,34.658308,-77.041197,Local,Local,Shore Protection,"23,760","690,868","11,400,000",0.820,"13,902,439",http://www.carteretcountync.gov/DocumentCenter/View/2809,,,
Emerald Isle,NC,2007,34.658308,-77.041197,Federal,Federal,Emergency,"27,663","648,447","6,568,992",0.871,"7,541,897",http://www.carteretcountync.gov/DocumentCenter/View/2813,,,
Emerald Isle,NC,2013,34.658308,-77.041197,Local,Local,Shore Protection,"21,989","472,230","4,294,619",0.978,"4,391,226",http://www.carteretcountync.gov/DocumentCenter/View/2818,,,
Emerald Isle,NC,2013,34.658308,-77.041197,Federal,Federal,Emergency,"21,989","649,790","10,067,903",0.978,"10,294,379",http://www.carteretcountync.gov/DocumentCenter/View/2821,,,
Emerald Isle,NC,2003,34.673133,-76.966696,Local,Local,Shore Protection,"31,111","1,867,726","11,800,000",0.775,"15,225,806",http://www.carteretcountync.gov/DocumentCenter/View/2803,,,
Emerald Isle,NC,2004,34.673133,-76.966696,Federal,Federal,Emergency,"12,500","156,000","1,800,000",0.793,"2,269,861",http://www.carteretcountync.gov/DocumentCenter/View/2805,,,
Emerald Isle Point,NC,1990,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","56,000",0,0.571,0,http://www.carteretcountync.gov/DocumentCenter/View/2791,,,
Emerald Isle Point,NC,1993,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","17,000",0,0.606,0,http://www.carteretcountync.gov/DocumentCenter/View/2792,,,
Emerald Isle Point,NC,1995,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","33,000",0,0.641,0,http://www.carteretcountync.gov/DocumentCenter/View/2795,,,
Emerald Isle Point,NC,1996,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","71,000",0,0.658,0,http://www.carteretcountync.gov/DocumentCenter/View/2796,,,
Emerald Isle Point,NC,1997,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","39,000",0,0.676,0,http://www.carteretcountync.gov/DocumentCenter/View/2797,,,
Emerald Isle Point,NC,1999,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","48,000",0,0.699,0,http://www.carteretcountync.gov/DocumentCenter/View/2798,,,
Emerald Isle Point,NC,2000,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","16,000",0,0.725,0,http://www.carteretcountync.gov/DocumentCenter/View/2799,,,
Emerald Isle Point,NC,2003,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","59,000",0,0.775,0,http://www.carteretcountync.gov/DocumentCenter/View/2804,,,
Emerald Isle Point,NC,2006,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","77,000","1,034,482",0.847,"1,221,348",http://www.carteretcountync.gov/DocumentCenter/View/2811,,,
Emerald Isle Point,NC,2010,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","74,000","757,782",0.916,"827,273",http://www.carteretcountync.gov/DocumentCenter/View/2817,,,
Emerald Isle Point,NC,2014,34.645027,-77.097867,Federal,Federal,Navigation,"2,000","50,000",0,0.994,0,http://www.carteretcountync.gov/DocumentCenter/View/2823,,,
Escambia County: Pensacola Beach,FL,2003,30.331602,-87.136892,Federal,Federal,Shore Protection,"42,768","4,248,300","20,000,000",0.775,"25,806,452",,,,
Escambia County: Pensacola Beach,FL,2006,30.331602,-87.136892,Federal,Federal,Emergency,"26,400","2,300,000","10,000,000",0.847,"11,806,375",,,,
Escambia County: Pensacola Beach,FL,2016,30.331602,-87.136892,State,State,Shore Protection,"42,768","1,750,000","17,000,000",1.000,"17,000,000",http://www.pnj.com/story/news/local/pensacola/beaches/2015/11/03/beach-renourishment-begins-month/75082806/,,,
Escambia County: Perdido Key,FL,1990,30.290515,-87.466578,Federal,Federal,Navigation,"24,544","5,362,597","12,497,578",0.571,"21,887,177",,,,
Escambia County: Perdido Key,FL,1991,30.290515,-87.466578,Federal,Federal,Navigation,"12,467","3,923,852",0,0.571,,https://www.fws.gov/nc-es/ecoconf/Rakocinski%20pres.pdf,,,
Escambia County: Perdido Key,FL,2012,30.290515,-87.466578,Federal,Federal,Navigation,"9,843","523,180",0,0.964,,http://www.bioone.org/doi/abs/10.2112/JCOASTRES-D-14-00087.1,,,
Fenwick Island,DE,1991,38.462461,-75.049388,Federal,Federal,Shore Protection,"1,600","126,800","443,603",0.571,"776,888",190,,,
Fenwick Island,DE,1992,38.462461,-75.049388,Federal,Federal,Shore Protection,"1,600","37,000","269,234",0.588,"457,881",190,,,
Fenwick Island,DE,1992,38.462461,-75.049388,State,State,Unknown,"4,150","144,900","716,916",0.588,"1,219,245",2,,,
Fenwick Island,DE,1994,38.462461,-75.049388,Federal,Federal,Emergency,"2,300","68,236","369,809",0.621,"595,506",190,,,
Fenwick Island,DE,1998,38.462461,-75.049388,State,State,Unknown,"2,800","141,100","926,390",0.685,"1,352,394",,,,
Fenwick Island,DE,2005,38.462461,-75.049388,Federal,Federal,Shore Protection,"6,500",0,"7,493,000",0.820,"9,137,805",,,,
Fenwick Island,DE,2011,38.462461,-75.049388,Federal,Federal,Emergency,"5,000","282,000","3,349,207",0.964,"3,474,281",,,,
Fenwick Island,DE,2012,38.462461,-75.049388,Federal,Federal,Shore Protection,"5,000","50,000","285,000",0.964,"295,643",,,,
Fenwick Island,DE,2013,38.462461,-75.049388,Federal,Federal,Emergency,"6,500","389,000","4,474,575",0.978,"4,575,230",https://www.fbo.gov/?s=opportunity&mode=form&tab=core&id=91defcdba46baa1b2b7b6f76c8004181&_cview=0,,,
Figure Eight Island - North End,NC,1993,34.287396,-77.721065,Private,Private,Shore Protection,"3,000","275,000",0,0.606,0,,,,
Figure Eight Island - North End,NC,1997,34.287396,-77.721065,Private,Private,Shore Protection,0,"250,000",0,0.676,0,,,,
Figure Eight Island - North End,NC,2005,34.287396,-77.721065,Local,Local,Shore Protection,0,"350,000",0,0.820,0,,,,
Figure Eight Island - North End,NC,2005,34.287396,-77.721065,Local,Local,Shore Protection,0,"261,235",0,0.820,0,,,,
Figure Eight Island - North End,NC,2009,34.287396,-77.721065,Local,Local,Shore Protection,0,"295,000",0,0.901,0,,,,
Figure Eight Island - North End,NC,2011,34.287396,-77.721065,Local,Local,Shore Protection,0,"275,000",0,0.964,0,,,,
Figure Eight Island - South End,NC,1992,34.252534,-77.758791,Private,Private,Shore Protection,0,"343,000",0,0.588,0,,,,
Figure Eight Island - South End,NC,1998,34.252534,-77.758791,Private,Private,Navigation,0,"450,000",0,0.685,0,,,,
Figure Eight Island - South End,NC,1999,34.252534,-77.758791,Private,Private,Navigation,"9,000","785,000",0,0.699,0,,,,
Figure Eight Island - South End,NC,2002,34.252534,-77.758791,Private,Private,Navigation,0,"500,572","2,753,146",0.758,"3,632,119",,,,
Figure Eight Island - South End,NC,2003,34.252534,-77.758791,Private,Private,Navigation,0,"90,000","495,000",0.775,"638,710",,,,
Figure Eight Island - South End,NC,2005,34.252534,-77.758791,Private,Private,Navigation,0,"183,000",0,0.820,0,,,,
Figure Eight Island - South End,NC,2006,34.252534,-77.758791,Private,Private,Navigation,0,"179,175",0,0.847,0,,,,
Figure Eight Island - South End,NC,2006,34.252534,-77.758791,Private,Private,Navigation,0,"148,969",0,0.847,0,,,,
Figure Eight Island - South End,NC,2009,34.252534,-77.758791,Private,Private,Navigation,0,"600,000",0,0.901,0,,,,
Figure Eight Island - South End,NC,2013,34.252534,-77.758791,Private,Private,Navigation,0,"300,000","2,178,600",0.978,"2,227,607",,,,
Fire Island: Central Fire Island,NY,2009,40.645567,-73.147527,Local,Local,Shore Protection,"8,115","594,398",0,0.901,0,,,,
Fire Island: Davis Park,NY,2009,40.683296,-73.003449,Local,Local,Shore Protection,"4,125","291,352",0,0.901,0,,,,
Fire Island: Fire Island Pines,NY,1994,40.663322,-73.067322,Local,Local,Unknown,"6,300","150,000","900,000",0.621,"1,449,275",,,,
Fire Island: Fire Island Pines,NY,2009,40.663322,-73.067322,Local,Local,Shore Protection,"6,785","491,784",0,0.901,0,,,,
Fire Island: Ocean Bay Park,NY,1994,40.646945,-73.139323,Local,Local,Unknown,"2,600","140,000","800,000",0.621,"1,288,245",,,,
Fire Island: Point O' Woods,NY,1994,40.649827,-73.127789,Local,Local,Unknown,"4,300","75,000","450,000",0.621,"724,638",,,,
Fire Island: Robert Moses State Park to Fire Island Lighthouse,NY,2015,40.621781,-73.261814,Federal,Federal,Emergency,"24,393","1,000,000","23,400,000",0.995,"23,517,588",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/562830/army-corps-awards-second-contract-for-fire-island-dune-and-berm-construction-pr.aspx,,,
Fire Island: Saltaire/Fair Harbor/Dunewood,NY,1994,40.636167,-73.18903,Local,Local,Unknown,"8,500","550,000","3,000,000",0.621,"4,830,918",,,,
Fire Island: Seaview,NY,1994,40.645146,-73.147981,Local,Local,Unknown,"3,000","55,000","330,000",0.621,"531,401",,,,
Fire Island: Smith Point County Park,NY,2015,40.745184,-72.822535,Federal,Federal,Emergency,0,"2,500,000","47,900,000",0.995,"48,140,704",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/562830/army-corps-awards-second-contract-for-fire-island-dune-and-berm-construction-pr.aspx,,,
Fire Island: Water Island,NY,1996,40.674454,-73.029299,Local,Local,Unknown,"1,000","76,000","470,000",0.658,"714,286",,,,
Fire Island: Western Fire Island,NY,2009,40.636875,-73.186847,Local,Local,Shore Protection,"9,351","520,743",0,0.901,0,,,,
Fletcher Cove,CA,2001,32.991088,-117.274672,Federal,Federal,Shore Protection,"1,900","146,000",0,0.746,0,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
"Floral Point, SUBASE Bangor",WA,1997,47.72186,-122.746478,Federal,Federal,Unknown,0,0,0,0.676,0,,,,
Folly Beach,SC,1993,32.654263,-79.939721,Federal,Federal,Shore Protection,"27,984","2,800,000","15,000,000",0.606,"24,752,475",,,,
Folly Beach,SC,2005,32.654263,-79.939721,Federal,Federal,Shore Protection,"27,984","2,338,000","14,227,825",0.820,"17,351,006",,,,
Folly Beach,SC,2007,32.654263,-79.939721,Federal,Federal,Emergency,"10,032","485,000","8,185,024",0.871,"9,397,272",,,,
Folly Beach,SC,2014,32.654263,-79.939721,Federal,Federal,Shore Protection,"28,192","1,500,000","30,700,000",0.994,"30,885,312",http://www.abcnews4.com/story/24483751/folly-beach-renourishment-to-start-this-weekend,,,
Folly Beach Spit,SC,1990,32.641479,-79.965689,Federal,Federal,Navigation,"1,500","40,000","100,000",0.571,"175,131",,,,
Folly Beach Spit,SC,1990,32.641479,-79.965689,Federal,Federal,Navigation,"1,500","200,000","500,000",0.571,"875,657",,,,
Folly Beach Spit,SC,1998,32.641479,-79.965689,Federal,Federal,Navigation,"2,000","90,000","315,000",0.685,"459,854",,,,
Folly Beach Spit,SC,2000,32.641479,-79.965689,Federal,Federal,Navigation,"1,000","49,000","228,000",0.725,"314,483",,,,
Folly Beach Spit,SC,2013,32.641479,-79.965689,State,State,Unknown,"1,950","415,000","3,000,000",0.978,"3,067,485",http://www.sac.usace.army.mil/Portals/43/docs/regulatory/publicnotices/SAC-2012-00237-2G_CharlestonCounty_FollyBeachCountyParkStabilization.pdf,,,
Fort Macon,NC,1994,34.693603,-76.686759,Federal,Federal,Navigation,"8,000","2,192,268","1,897,363",0.621,"3,055,335",http://www.carteretcountync.gov/DocumentCenter/View/2794,,,
Fort Macon,NC,2002,34.693603,-76.686759,Federal,Federal,Navigation,"4,000","209,348",0,0.758,0,http://www.carteretcountync.gov/DocumentCenter/View/2800,,,
Fort Macon,NC,2005,34.693603,-76.686759,Federal,Federal,Navigation,"5,000","530,729","2,669,000",0.820,"3,254,878",http://www.carteretcountync.gov/DocumentCenter/View/2808,,,
Fort Macon,NC,2007,34.693603,-76.686759,Federal,Federal,Navigation,"2,000","184,828","5,344,000",0.871,"6,135,476",http://www.carteretcountync.gov/DocumentCenter/View/2812,,,
Fort Macon,NC,2011,34.693603,-76.686759,Federal,Federal,Navigation,"5,700","547,196","5,185,676",0.964,"5,379,332",http://www.carteretcountync.gov/DocumentCenter/View/2819,,,
Fort Macon,NC,2014,34.693603,-76.686759,Federal,Federal,Navigation,"6,000","585,067","4,973,757",0.994,"5,003,780",http://www.carteretcountync.gov/DocumentCenter/View/2824,,,
Galveston Island (Eastern half),TX,1998,29.235107,-94.882618,Unknown,Unknown,Unknown,"20,000","70,000",0,0.685,0,,,,
Galveston Island (Eastern half),TX,1999,29.235107,-94.882618,Unknown,Unknown,Unknown,"20,000","70,000",0,0.699,0,,,,
Galveston Island (Eastern half),TX,2000,29.235107,-94.882618,Unknown,Unknown,Unknown,"20,000","70,000",0,0.725,0,,,,
Galveston Island (West end of seawall),TX,2001,29.266784,-94.824929,State,State,Ecosystem Restoration,0,0,"500,000",0.746,"670,241",,,,
Galveston Island (West end of seawall),TX,2003,29.266784,-94.824929,State,State,Navigation,"1,500","80,000",0,0.775,0,,,,
Galveston Island (West end of seawall),TX,2004,29.266784,-94.824929,State,State,Ecosystem Restoration,0,"25,680","1,360,850",0.793,"1,716,078",,,,
Garden City Beach,SC,1990,33.581876,-78.993073,Federal,Federal,Emergency,"13,200","163,295","1,640,000",0.571,"2,872,154",,,,
Garden City Beach,SC,1997,33.581876,-78.993073,Federal,Federal,Shore Protection,"30,000","1,517,494","14,294,614",0.676,"21,145,879",,,,
Garden City Beach,SC,2008,33.581876,-78.993073,Federal,Federal,Shore Protection,"40,650","857,633","10,448,954",0.904,"11,558,577",,,,
Gilchrist East Subdivision,TX,2000,29.510396,-94.491777,Unknown,Unknown,Unknown,"17,640","44,100",0,0.725,0,,,,
Gilchrist East Subdivision,TX,2000,29.510396,-94.491777,Unknown,Unknown,Unknown,"5,280","297,474","1,549,115",0.725,"2,136,710",,,,
Gilchrist East Subdivision,TX,2003,29.510396,-94.491777,Unknown,Unknown,Unknown,"1,400","104,000",0,0.775,0,,,,
Gilchrist-Caplen Beach,TX,2001,29.498538,-94.522655,State,State,Shore Protection,"5,280","300,000","1,386,250",0.746,"1,858,244",,,,
Gilgo Beach,NY,1990,40.617373,-73.397169,Federal,Federal,Navigation,"14,000","797,000","4,882,000",0.571,"8,549,912",,,,
Gilgo Beach,NY,1992,40.617373,-73.397169,Federal,Federal,Navigation,"14,000","1,515,000","10,225,000",0.588,"17,389,456",,,,
Gilgo Beach,NY,1994,40.617373,-73.397169,Federal,Federal,Navigation,"18,000","1,500,000","11,183,000",0.621,"18,008,052",,,,
Gilgo Beach,NY,2000,40.617373,-73.397169,Federal,Federal,Navigation,0,"913,000","8,441,650",0.725,"11,643,655",,,,
Gilgo Beach,NY,2002,40.617373,-73.397169,Federal,Federal,Navigation,0,"1,444,831",0,0.758,0,,,,
Gilgo Beach,NY,2004,40.617373,-73.397169,Federal,Federal,Emergency,0,"953,263","8,467,709",0.793,"10,678,069",,,,
Gilgo Beach,NY,2008,40.617373,-73.397169,Federal,Federal,Navigation,0,"619,000",0,0.904,0,,,,
Gilgo Beach,NY,2013,40.617373,-73.397169,Federal,Federal,Emergency,0,"1,200,000","15,258,000",0.978,"15,601,227",https://www.fbo.gov/index?s=opportunity&mode=form&id=e2b54ce09cbb367ecaffe45753054a9a&tab=core&_cview=1,,,
Grand Isle,LA,1991,29.235874,-89.986632,Unknown,Unknown,Emergency,0,"1,422,000","10,934,000",0.571,"19,148,862",,,,
Grand Isle,LA,1994,29.235874,-89.986632,Federal,Federal,Shore Protection,0,"310,000","2,491,000",0.621,"4,011,272",,,,
Grand Isle,LA,2010,29.235874,-89.986632,Federal,Federal,Shore Protection,"38,544","450,000","50,000,000",0.916,"54,585,153",,,,
Great Gunn Beach,NY,1995,40.752751,-72.798758,Local,Local,Unknown,0,"40,000","155,340",0.641,"242,340",,,,
Great Salt Pond,RI,2009,41.223407,-71.576958,Federal,Federal,Navigation,0,"30,316","222,283",0.901,"246,707",,,,
Great South Beach,NY,1991,40.752751,-72.798758,Local,Local,Unknown,0,"3,000","10,435",0.571,"18,275",,,,
Gulf County: Cape San Blas/St. Joseph Peninsula Beach,FL,2009,29.718023,-85.38866,Local,Local,Shore Protection,"39,600","3,600,000","22,000,000",0.901,"24,417,314",,,,
Gulf County: St. Joseph Peninsula,FL,2009,29.827335,-85.416867,Federal,Federal,Shore Protection,"39,600","3,607,246","21,648,407",0.901,"24,027,089",http://www.mansonconstruction.com/port-st-joeseph-peninsula-erosion,,,
Gulf Shores,AL,2001,30.244832,-87.698708,Local,Local,Shore Protection,"16,000","1,800,000","6,000,000",0.746,"8,042,895",http://www.weartv.com/news/Stories/may/0503/0503sands2.html,,,
Gulf Shores,AL,2003,30.244832,-87.698708,Federal,Federal,Emergency,"17,424","700,000","2,400,000",0.775,"3,096,774",,,,
Gulf Shores/Orange Beach/Gulf State Park,AL,2005,30.251653,-87.654691,Federal,Federal,Emergency,"77,000","7,900,000","30,900,000",0.820,"37,682,927",,,,
Gulf Shores/Orange Beach/Gulf State Park,AL,2013,30.251653,-87.654691,Federal,Federal,Emergency,"77,000","2,200,000","16,000,000",0.978,"16,359,918",,,,
Gulfport,MS,1999,30.36784,-89.083543,Unknown,Unknown,Unknown,0,0,0,0.699,0,,,,
Harrison County,MS,2001,30.385167,-89.012775,Federal,Federal,Shore Protection,"123,031","1,200,000","6,000,000",0.746,"8,042,895",,,,
Harrison County,MS,2007,30.385167,-89.012775,Local,Local,Shore Protection,"141,000","1,100,000","6,000,000",0.871,"6,888,634",,,,
Hatteras Island,NC,1992,35.19562,-75.728931,Federal,Federal,Navigation,181,"18,147","184,840",0.588,"314,354",,,,
Hatteras Island,NC,2003,35.218768,-75.662627,Federal,Federal,Emergency,"1,500","442,600","6,200,000",0.775,"8,000,000",,,,
Hempstead Beach,NY,1990,40.831541,-73.657837,Federal,Federal,Navigation,"3,000","353,000","2,403,000",0.571,"4,208,406",,,,
Hempstead Beach,NY,1994,40.831541,-73.657837,Federal,Federal,Navigation,"3,000","560,000","3,771,000",0.621,"6,072,464",,,,
Hempstead Beach,NY,1995,40.831541,-73.657837,Federal,Federal,Navigation,"3,000","459,000","2,915,000",0.641,"4,547,582",,,,
Hilton Head,SC,1999,32.132304,-80.768738,Local,Local,Unknown,"4,224","245,000","1,200,000",0.699,"1,716,738",,,,
Hilton Head,SC,1990,32.236644,-80.677092,Local,Local,Unknown,"34,848","2,338,000","9,700,000",0.571,"16,987,741",,,,
Hilton Head,SC,1997,32.236644,-80.677092,Local,Local,Unknown,"43,500","3,383,000","11,000,000",0.676,"16,272,189",,,,
Hilton Head,SC,2007,32.236644,-80.677092,Local,Local,Unknown,"45,500","2,700,000","19,000,000",0.871,"21,814,007",,,,
Hilton Head,SC,2012,32.236644,-80.677092,Local,Local,Shore Protection,"5,280","1,134,000","9,800,000",0.964,"10,165,975",,,,
Holden Beach,NC,2002,33.908890,-78.310204,Federal,Federal,Navigation,"10,500","501,400","5,808,000",0.758,"7,662,269",http://www.fws.gov/nc-es/pubs/fwca/wilmington/App_D_sand.pdf,,,
Holden Beach,NC,2003,33.908890,-78.310204,Local,Local,Shore Protection,"8,500","30,000",0,0.775,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2004,33.908890,-78.310204,Local,Local,Shore Protection,"4,500","123,000",0,0.793,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2004,33.908890,-78.310204,Federal,Federal,Navigation,"2,500","113,230",0,0.793,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2006,33.908890,-78.310204,Federal,Federal,Navigation,"2,500","65,000",0,0.847,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2009,33.908890,-78.310204,Local,Local,Emergency,"10,000","192,000",0,0.901,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2009,33.908890,-78.310204,Federal,Federal,Navigation,"2,000","100,000",0,0.901,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2010,33.908890,-78.310204,Federal,Federal,Navigation,"3,500","140,000",0,0.916,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2011,33.908890,-78.310204,Federal,Federal,Navigation,"2,000","32,000",0,0.964,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2012,33.908890,-78.310204,Federal,Federal,Navigation,"1,000","25,000",0,0.964,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2014,33.908890,-78.310204,Local,Local,Navigation,"2,300","95,000",0,0.994,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2014,33.908890,-78.310204,Federal,Federal,Navigation,"3,200","93,000",0,0.994,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2017,33.908890,-78.310204,Local,Local,Shore Protection,"21,120","1,300,000","15,000,000",1.000,"15,000,000",http://www.starnewsonline.com/photogallery/NC/20170120/NEWS/119009995/PH/1?start=2,http://www.holden-beach.com/blog/holden-beach-implements-beach-renourishment-project,between 240 Ocean Blvd. East and 781 Ocean Boulevard West,
Holden Beach    ,NC,1998,33.908890,-78.310204,Federal,Federal,Shore Protection,"3,600",0,"1,345,746",0.685,"1,964,593",,,,
Holden Beach    ,NC,2002,33.908890,-78.310204,Local,Local,Unknown,"8,600","141,700",0,0.758,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach    ,NC,2002,33.908890,-78.310204,Federal,Federal,Navigation,"1,000","32,000",0,0.758,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach    ,NC,2006,33.908890,-78.310204,Local,Local,Unknown,"3,000","45,500",0,0.847,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach    ,NC,2008,33.908890,-78.310204,Local,Local,Shore Protection,"6,000","201,000",0,0.904,0,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holly Beach,LA,2003,29.763781,-93.534164,Federal,Federal,Unknown,"27,456","1,700,000","12,400,000",0.775,"16,000,000",,,,
"Hueneme Beach Park, Port Hueneme, Ventura County",CA,1999,34.141859,-119.197197,Unknown,Unknown,Shore Protection,0,"6,900,000",0,0.699,0,,,,
"Hueneme Beach Park, Port Hueneme, Ventura County",CA,2000,34.141859,-119.197197,Unknown,Unknown,Unknown,0,"630,000",0,0.725,0,,,,
Hunting Island,SC,1991,32.362554,-80.441927,State,State,Unknown,"7,920","757,644","2,876,250",0.571,"5,037,215",,,,
Hunting Island,SC,2003,32.362554,-80.441927,State,State,Unknown,"2,640","230,181","2,480,250",0.775,"3,200,323",,,,
Hunting Island,SC,2005,32.362554,-80.441927,State,State,Unknown,"2,484","87,092","1,666,326",0.820,"2,032,105",,,,
Hunting Island,SC,2006,32.362554,-80.441927,State,State,Unknown,"7,985","644,222","4,500,000",0.847,"5,312,869",,,,
"Imperial Beach, San Diego County",CA,1994,32.582186,-117.13269,Federal,Federal,Navigation,0,"240,000",0,0.621,0,,,,
"Imperial Beach, San Diego County",CA,1994,32.582186,-117.13269,Federal,Federal,Navigation,0,"51,000",0,0.621,0,,,,
"Imperial Beach, San Diego County",CA,2001,32.582186,-117.13269,Federal,Federal,Shore Protection,"2,300","120,000",0,0.746,0,http://www.sandag.org/uploads/projectid/projectid_101_16641.pdf,,,
Indian Beach/Salter Path,NC,2002,34.686551,-76.895218,Local,Local,Shore Protection,"15,840","456,994","1,890,000",0.758,"2,493,404",http://www.carteretcountync.gov/DocumentCenter/View/2801,,,
Indian Beach/Salter Path,NC,2004,34.686551,-76.895218,Federal,Federal,Navigation,"13,376","699,282","4,692,249",0.793,"5,917,086",http://www.carteretcountync.gov/DocumentCenter/View/2806,,,
Indian Beach/Salter Path,NC,2007,34.686551,-76.895218,Federal,Federal,Emergency,"13,389","319,113","3,893,194",0.871,"4,469,797",http://www.carteretcountync.gov/DocumentCenter/View/2814,,,
Indian River County: Ambersand Beach,FL,2003,27.835129,-80.43417,State,State,Unknown,"13,200","589,350",0,0.775,0,,,,
Indian River County: Ambersand Beach,FL,2007,27.835129,-80.43417,State,State,Emergency,0,"536,000",0,0.871,0,,,,
Indian River County: Ambersand Beach,FL,2007,27.835129,-80.43417,State,State,Emergency,0,"243,000",0,0.871,0,,,,
Indian River County: Ambersand Beach,FL,2010,27.835129,-80.43417,State,State,Unknown,0,"267,182","4,184,070",0.916,"4,567,762",,,,
Indian River County: Vero Beach,FL,2006,27.620501,-80.345936,State,State,Unknown,0,0,"290,000",0.847,"342,385",,,,
Indian River County: Wabasso Beach,FL,2006,27.765061,-80.397424,State,State,Unknown,0,0,"460,000",0.847,"543,093",,,,
Indianola Beach (Calhoun County),TX,2001,28.512133,-96.486944,State,State,Shore Protection,0,0,"125,471",0.746,"168,192",,,,
Indianola Beach (Calhoun County),TX,2003,28.512133,-96.486944,State,State,Shore Protection,"3,000",0,"2,250,096",0.775,"2,903,350",,,,
Isla Blanca Park,TX,2005,26.073552,-97.156692,Federal,Federal,Shore Protection,0,0,"520,000",0.820,"634,146",,,,
Isle of Palms,SC,2008,32.797556,-79.753962,Local,Local,Unknown,"10,200","933,895","10,600,000",0.904,"11,725,664",,,,
Isles Dernieres Restoration Trinity and East Islands (TE-20 and 24),LA,1999,29.04696,-90.812495,Federal,Federal,Ecosystem Restoration,"39,600",0,"19,460,000",0.699,"27,839,771",http://lacoast.gov/reports/gpfs/TE-20.pdf,,,
Jones Beach,NY,1990,40.592448,-73.51244,Federal,Federal,Navigation,"1,000","388,000","1,644,068",0.571,"2,879,278",,,,
Keansburg,NJ,1995,40.449103,-74.121923,State,State,Unknown,0,"18,000",0,0.641,0,,,,
Keansburg,NJ,1997,40.449103,-74.121923,State,State,Navigation,0,"75,000",0,0.676,0,,,,
Keansburg,NJ,2003,40.449103,-74.121923,State,State,Navigation,0,"30,000","255,193",0.775,"329,281",http://www.state.nj.us/transportation/airwater/maritime/documents/Raritanbayshoredmmp.pdf,,,
Keansburg,NJ,2014,40.449103,-74.121923,Federal,Federal,Emergency,0,"875,000","36,900,000",0.994,"37,122,736",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=cd5137655f2ccf1a5fa10d745ffc137e&_cview=0,,,
